num_of_points,area
503100,0.945436
503600,0.944537
504100,0.944113
504600,0.945623
505100,0.943687
505600,0.944976
506100,0.946226
506600,0.944744
507100,0.945388
507600,0.945119
508100,0.945092
508600,0.94376
509100,0.945539
509600,0.944371
510100,0.945057
510600,0.945096
511100,0.946204
511600,0.945243
512100,0.944847
512600,0.946747
513100,0.944677
513600,0.943903
514100,0.944417
514600,0.944741
515100,0.945993
515600,0.943709
516100,0.945008
516600,0.943699
517100,0.942823
517600,0.944192
518100,0.945537
518600,0.945543
519100,0.943768
519600,0.944325
520100,0.944607
520600,0.942585
521100,0.943734
521600,0.944138
522100,0.944513
522600,0.944755
523100,0.945371
523600,0.945209
524100,0.94418
524600,0.943869
525100,0.945537
525600,0.945379
526100,0.944457
526600,0.943942
527100,0.945755
527600,0.943042
528100,0.944177
528600,0.944237
529100,0.943465
529600,0.94425
530100,0.943037
530600,0.944049
531100,0.944526
531600,0.945241
532100,0.944956
532600,0.945074
533100,0.944987
533600,0.944858
534100,0.945666
534600,0.944253
535100,0.944134
535600,0.944779
536100,0.944385
536600,0.944209
537100,0.945127
537600,0.944864
538100,0.944806
538600,0.944646
539100,0.943955
539600,0.944021
540100,0.945505
540600,0.945234
541100,0.945692
541600,0.943845
542100,0.944757
542600,0.944066
543100,0.943008
543600,0.943837
544100,0.944208
544600,0.945765
545100,0.945927
545600,0.944779
546100,0.944605
546600,0.943732
547100,0.943726
547600,0.94506
548100,0.943701
548600,0.943497
549100,0.944776
549600,0.944908
550100,0.944374
550600,0.944288
551100,0.943808
551600,0.944539
552100,0.943901
552600,0.945485
553100,0.945114
553600,0.945105
554100,0.944744
554600,0.943338
555100,0.943952
555600,0.944452
556100,0.944796
556600,0.945228
557100,0.943843
557600,0.94334
558100,0.945478
558600,0.942698
559100,0.943894
559600,0.944592
560100,0.945688
560600,0.944769
561100,0.945319
561600,0.94562
562100,0.944954
562600,0.943617
563100,0.944251
563600,0.944542
564100,0.94501
564600,0.944934
565100,0.94389
565600,0.944183
566100,0.944716
566600,0.943419
567100,0.944064
567600,0.943078
568100,0.946132
568600,0.944267
569100,0.945012
569600,0.945181
570100,0.94419
570600,0.944107
571100,0.945034
571600,0.943844
572100,0.944496
572600,0.944942
573100,0.944451
573600,0.944151
574100,0.945282
574600,0.944233
575100,0.944325
575600,0.944697
576100,0.944307
576600,0.944496
577100,0.94436
577600,0.945577
578100,0.944642
578600,0.944776
579100,0.944545
579600,0.945206
580100,0.944236
580600,0.945718
581100,0.94359
581600,0.944992
582100,0.945226
582600,0.944859
583100,0.945286
583600,0.944609
584100,0.945538
584600,0.943938
585100,0.944755
585600,0.944185
586100,0.944372
586600,0.944506
587100,0.944833
587600,0.944814
588100,0.944193
588600,0.944901
589100,0.944052
589600,0.94477
590100,0.945844
590600,0.944967
591100,0.94502
591600,0.943995
592100,0.944207
592600,0.944642
593100,0.94534
593600,0.945801
594100,0.943736
594600,0.943599
595100,0.945463
595600,0.943868
596100,0.944313
596600,0.944444
597100,0.944421
597600,0.944131
598100,0.944443
598600,0.944667
599100,0.944755
599600,0.946018
600100,0.945299
600600,0.945742
601100,0.944078
601600,0.944789
602100,0.944814
602600,0.944513
603100,0.944134
603600,0.94458
604100,0.944417
604600,0.944426
605100,0.944059
605600,0.943411
606100,0.94446
606600,0.946511
607100,0.942907
607600,0.945254
608100,0.944446
608600,0.945247
609100,0.94401
609600,0.944271
610100,0.944933
610600,0.943005
611100,0.945142
611600,0.944557
612100,0.943606
612600,0.945103
613100,0.944777
613600,0.944528
614100,0.945432
614600,0.943132
615100,0.943706
615600,0.945253
616100,0.943899
616600,0.945976
617100,0.945594
617600,0.942443
618100,0.945152
618600,0.943942
619100,0.944369
619600,0.943607
620100,0.944634
620600,0.944536
621100,0.943984
621600,0.945148
622100,0.944663
622600,0.944019
623100,0.945085
623600,0.943985
624100,0.943985
624600,0.944084
625100,0.945069
625600,0.944323
626100,0.94322
626600,0.944724
627100,0.94467
627600,0.944628
628100,0.944925
628600,0.944901
629100,0.944448
629600,0.943301
630100,0.94457
630600,0.944059
631100,0.944212
631600,0.943182
632100,0.943919
632600,0.94557
633100,0.945248
633600,0.944663
634100,0.94519
634600,0.944378
635100,0.942922
635600,0.944273
636100,0.943307
636600,0.945388
637100,0.944869
637600,0.943909
638100,0.943763
638600,0.944365
639100,0.944823
639600,0.944205
640100,0.945393
640600,0.945085
641100,0.94331
641600,0.944202
642100,0.944319
642600,0.943962
643100,0.944801
643600,0.94483
644100,0.944514
644600,0.944861
645100,0.94491
645600,0.944068
646100,0.94425
646600,0.944353
647100,0.943633
647600,0.943955
648100,0.94416
648600,0.9447
649100,0.943622
649600,0.945971
650100,0.944139
650600,0.944832
651100,0.944701
651600,0.944047
652100,0.945204
652600,0.9446
653100,0.94445
653600,0.943148
654100,0.94471
654600,0.943605
655100,0.944579
655600,0.945678
656100,0.944705
656600,0.945743
657100,0.945048
657600,0.944372
658100,0.944361
658600,0.945048
659100,0.943611
659600,0.944256
660100,0.944353
660600,0.942562
661100,0.944466
661600,0.944587
662100,0.945932
662600,0.944318
663100,0.943589
663600,0.94466
664100,0.944572
664600,0.944215
665100,0.944343
665600,0.94519
666100,0.944798
666600,0.944208
667100,0.94445
667600,0.943404
668100,0.943554
668600,0.944068
669100,0.945621
669600,0.944155
670100,0.943279
670600,0.944458
671100,0.944639
671600,0.943929
672100,0.944264
672600,0.946352
673100,0.945281
673600,0.943965
674100,0.943985
674600,0.94463
675100,0.944386
675600,0.9453
676100,0.945346
676600,0.943521
677100,0.944268
677600,0.944536
678100,0.94506
678600,0.944063
679100,0.944835
679600,0.944237
680100,0.944699
680600,0.944106
681100,0.944931
681600,0.944005
682100,0.944905
682600,0.94345
683100,0.945052
683600,0.943457
684100,0.944376
684600,0.944931
685100,0.942979
685600,0.944527
686100,0.945465
686600,0.943621
687100,0.943263
687600,0.944766
688100,0.943756
688600,0.943432
689100,0.945282
689600,0.944114
690100,0.944897
690600,0.944067
691100,0.944785
691600,0.944972
692100,0.943603
692600,0.945167
693100,0.943839
693600,0.945055
694100,0.944115
694600,0.944344
695100,0.944544
695600,0.943745
696100,0.945087
696600,0.943892
697100,0.944414
697600,0.944598
698100,0.943817
698600,0.94467
699100,0.943527
699600,0.945526
700100,0.944156
700600,0.945429
701100,0.943703
701600,0.944096
702100,0.944734
702600,0.943456
703100,0.944074
703600,0.943972
704100,0.944138
704600,0.944669
705100,0.944749
705600,0.944607
706100,0.9441
706600,0.944426
707100,0.94552
707600,0.943485
708100,0.945387
708600,0.944138
709100,0.944757
709600,0.9443
710100,0.944913
710600,0.94463
711100,0.943561
711600,0.944807
712100,0.944627
712600,0.944092
713100,0.944769
713600,0.944382
714100,0.943289
714600,0.944273
715100,0.944253
715600,0.945233
716100,0.944803
716600,0.944477
717100,0.943984
717600,0.944619
718100,0.94404
718600,0.94523
719100,0.943608
719600,0.945119
720100,0.944919
720600,0.944199
721100,0.944709
721600,0.944715
722100,0.945369
722600,0.944928
723100,0.944021
723600,0.944681
724100,0.946162
724600,0.944449
725100,0.945699
725600,0.945089
726100,0.944011
726600,0.944918
727100,0.943716
727600,0.944171
728100,0.944534
728600,0.944858
729100,0.944041
729600,0.945566
730100,0.943624
730600,0.945389
731100,0.944522
731600,0.944324
732100,0.944681
732600,0.944359
733100,0.944852
733600,0.944563
734100,0.944093
734600,0.94448
735100,0.943945
735600,0.944318
736100,0.942656
736600,0.944454
737100,0.9436
737600,0.944072
738100,0.944154
738600,0.944554
739100,0.943514
739600,0.943856
740100,0.94547
740600,0.944454
741100,0.945427
741600,0.944202
742100,0.945058
742600,0.9454
743100,0.944678
743600,0.945103
744100,0.943917
744600,0.945424
745100,0.945464
745600,0.944323
746100,0.944994
746600,0.944445
747100,0.944688
747600,0.944347
748100,0.944952
748600,0.944647
749100,0.943793
749600,0.944821
750100,0.944311
750600,0.94535
751100,0.943606
751600,0.944768
752100,0.945617
752600,0.944215
753100,0.944378
753600,0.944672
754100,0.944377
754600,0.943992
755100,0.9449
755600,0.944078
756100,0.945366
756600,0.945742
757100,0.944639
757600,0.945232
758100,0.945593
758600,0.94447
759100,0.944829
759600,0.945149
760100,0.944999
760600,0.944629
761100,0.943199
761600,0.944754
762100,0.944509
762600,0.943242
763100,0.94419
763600,0.944424
764100,0.945537
764600,0.944451
765100,0.944381
765600,0.944132
766100,0.945157
766600,0.944039
767100,0.944782
767600,0.943804
768100,0.944054
768600,0.944599
769100,0.944754
769600,0.945168
770100,0.945004
770600,0.945319
771100,0.946001
771600,0.944798
772100,0.943751
772600,0.943504
773100,0.944879
773600,0.943501
774100,0.94346
774600,0.944179
775100,0.944683
775600,0.94415
776100,0.943928
776600,0.9455
777100,0.944967
777600,0.944293
778100,0.945107
778600,0.944121
779100,0.943502
779600,0.944096
780100,0.944996
780600,0.944578
781100,0.944159
781600,0.944796
782100,0.945565
782600,0.945031
783100,0.944549
783600,0.944375
784100,0.944958
784600,0.94491
785100,0.944256
785600,0.94309
786100,0.942846
786600,0.945959
787100,0.945021
787600,0.943247
788100,0.944014
788600,0.944508
789100,0.944308
789600,0.944762
790100,0.945035
790600,0.944379
791100,0.944696
791600,0.944737
792100,0.944391
792600,0.944734
793100,0.944599
793600,0.944786
794100,0.944333
794600,0.945322
795100,0.943983
795600,0.943291
796100,0.944167
796600,0.944743
797100,0.944571
797600,0.943592
798100,0.945408
798600,0.944367
799100,0.945185
799600,0.944457
800100,0.944719
800600,0.945107
801100,0.943765
801600,0.94484
802100,0.944086
802600,0.943337
803100,0.945108
803600,0.94389
804100,0.944167
804600,0.94437
805100,0.944049
805600,0.944527
806100,0.94545
806600,0.943531
807100,0.94496
807600,0.944827
808100,0.944564
808600,0.944155
809100,0.944344
809600,0.944298
810100,0.944953
810600,0.945089
811100,0.945745
811600,0.944284
812100,0.945342
812600,0.944493
813100,0.945156
813600,0.944976
814100,0.944701
814600,0.944752
815100,0.943688
815600,0.943667
816100,0.943812
816600,0.944436
817100,0.946082
817600,0.943868
818100,0.943928
818600,0.944593
819100,0.943992
819600,0.94474
820100,0.943583
820600,0.94494
821100,0.943958
821600,0.94452
822100,0.944441
822600,0.944305
823100,0.944422
823600,0.944189
824100,0.944004
824600,0.944696
825100,0.944751
825600,0.944668
826100,0.944374
826600,0.945418
827100,0.945161
827600,0.945567
828100,0.943109
828600,0.945464
829100,0.944728
829600,0.943652
830100,0.944636
830600,0.944707
831100,0.943733
831600,0.945387
832100,0.944651
832600,0.944307
833100,0.945022
833600,0.943784
834100,0.944627
834600,0.943618
835100,0.94313
835600,0.945714
836100,0.94482
836600,0.944301
837100,0.944266
837600,0.944595
838100,0.944865
838600,0.944349
839100,0.944691
839600,0.945892
840100,0.945194
840600,0.944501
841100,0.945125
841600,0.944111
842100,0.943966
842600,0.943737
843100,0.94462
843600,0.944076
844100,0.944087
844600,0.945831
845100,0.944294
845600,0.944185
846100,0.944535
846600,0.944862
847100,0.944064
847600,0.943462
848100,0.944591
848600,0.944512
849100,0.944663
849600,0.944558
850100,0.945027
850600,0.943992
851100,0.944109
851600,0.944951
852100,0.943623
852600,0.944086
853100,0.944343
853600,0.944861
854100,0.944525
854600,0.945618
855100,0.945593
855600,0.944621
856100,0.944633
856600,0.944135
857100,0.944347
857600,0.945062
858100,0.944562
858600,0.944608
859100,0.944193
859600,0.945034
860100,0.945073
860600,0.94419
861100,0.943889
861600,0.945285
862100,0.94507
862600,0.94407
863100,0.944337
863600,0.943772
864100,0.945174
864600,0.944675
865100,0.9438
865600,0.943828
866100,0.944836
866600,0.944438
867100,0.943618
867600,0.94388
868100,0.94443
868600,0.945621
869100,0.944207
869600,0.945702
870100,0.943889
870600,0.94438
871100,0.945233
871600,0.944275
872100,0.944171
872600,0.944665
873100,0.945078
873600,0.944899
874100,0.944499
874600,0.944558
875100,0.944663
875600,0.945015
876100,0.944233
876600,0.944851
877100,0.944861
877600,0.943932
878100,0.945348
878600,0.943585
879100,0.944463
879600,0.94402
880100,0.94439
880600,0.943923
881100,0.944737
881600,0.945083
882100,0.94403
882600,0.94504
883100,0.944995
883600,0.944098
884100,0.94521
884600,0.944315
885100,0.944633
885600,0.944954
886100,0.944158
886600,0.944692
887100,0.943738
887600,0.943598
888100,0.944423
888600,0.944107
889100,0.944795
889600,0.945079
890100,0.94405
890600,0.944026
891100,0.944679
891600,0.944688
892100,0.944303
892600,0.944237
893100,0.944123
893600,0.944195
894100,0.944974
894600,0.945084
895100,0.944866
895600,0.944526
896100,0.944423
896600,0.944567
897100,0.944825
897600,0.944595
898100,0.944243
898600,0.943324
899100,0.945757
899600,0.944548
900100,0.944814
900600,0.944222
901100,0.944863
901600,0.944002
902100,0.944525
902600,0.944628
903100,0.944661
903600,0.943619
904100,0.944409
904600,0.944824
905100,0.944371
905600,0.94396
906100,0.945688
906600,0.944926
907100,0.944393
907600,0.945171
908100,0.944082
908600,0.944985
909100,0.944559
909600,0.945296
910100,0.944573
910600,0.944204
911100,0.943856
911600,0.944755
912100,0.943929
912600,0.945268
913100,0.944788
913600,0.943829
914100,0.945502
914600,0.944597
915100,0.944531
915600,0.94473
916100,0.944749
916600,0.94432
917100,0.944349
917600,0.943904
918100,0.94367
918600,0.945216
919100,0.943889
919600,0.945206
920100,0.944119
920600,0.944161
921100,0.944963
921600,0.943925
922100,0.944959
922600,0.944828
923100,0.944325
923600,0.944122
924100,0.944472
924600,0.943888
925100,0.945487
925600,0.94387
926100,0.944208
926600,0.944733
927100,0.944471
927600,0.944843
928100,0.943739
928600,0.943773
929100,0.945092
929600,0.943905
930100,0.944532
930600,0.94483
931100,0.944991
931600,0.945156
932100,0.944809
932600,0.944891
933100,0.944784
933600,0.944227
934100,0.945282
934600,0.945041
935100,0.945237
935600,0.944216
936100,0.943699
936600,0.945309
937100,0.944675
937600,0.94377
938100,0.945623
938600,0.944965
939100,0.944041
939600,0.944693
940100,0.943708
940600,0.944373
941100,0.945245
941600,0.944179
942100,0.944293
942600,0.945335
943100,0.945551
943600,0.944843
944100,0.945877
944600,0.94441
945100,0.945454
945600,0.944679
946100,0.944863
946600,0.944837
947100,0.944759
947600,0.944654
948100,0.945186
948600,0.944906
949100,0.944272
949600,0.943842
950100,0.944799
950600,0.944287
951100,0.944631
951600,0.943828
952100,0.943936
952600,0.942711
953100,0.943324
953600,0.944075
954100,0.944066
954600,0.944765
955100,0.944387
955600,0.945181
956100,0.943949
956600,0.944307
957100,0.944529
957600,0.945564
958100,0.945255
958600,0.944526
959100,0.945041
959600,0.945149
960100,0.945618
960600,0.945686
961100,0.943773
961600,0.945504
962100,0.943215
962600,0.944585
963100,0.943744
963600,0.944801
964100,0.944833
964600,0.943948
965100,0.944734
965600,0.944287
966100,0.944386
966600,0.944721
967100,0.944144
967600,0.945803
968100,0.943913
968600,0.944226
969100,0.944197
969600,0.944284
970100,0.943752
970600,0.944145
971100,0.944962
971600,0.943279
972100,0.943622
972600,0.944809
973100,0.945207
973600,0.944861
974100,0.945257
974600,0.945272
975100,0.944243
975600,0.944756
976100,0.944847
976600,0.944815
977100,0.944859
977600,0.944591
978100,0.944267
978600,0.944628
979100,0.944925
979600,0.945062
980100,0.944337
980600,0.94317
981100,0.944436
981600,0.944057
982100,0.944704
982600,0.944473
983100,0.944758
983600,0.945534
984100,0.944687
984600,0.944023
985100,0.94422
985600,0.943542
986100,0.944629
986600,0.944923
987100,0.944666
987600,0.944073
988100,0.945169
988600,0.944708
989100,0.944686
989600,0.944686
990100,0.943742
990600,0.944968
991100,0.944278
991600,0.944615
992100,0.94449
992600,0.944135
993100,0.94504
993600,0.945479
994100,0.944711
994600,0.943564
995100,0.943503
995600,0.945731
996100,0.94424
996600,0.943527
997100,0.945078
997600,0.944707
998100,0.944866
998600,0.944511
999100,0.944634
999600,0.944749
